==31774== NVPROF is profiling process 31774, command: python Corr-conv1-benchmark.py
Using gpu device 0: Tesla K40c (CNMeM is disabled)

CONFIG: input = 3 x 128 x 128 * ker = 3 x 96 x 11 x 11 ( bs = 128 , stride = 1 )
(manual) theano.sandbox.cuda.blas.GpuCorrMM        ==> fprop         ==>     135
(manual) theano.sandbox.cuda.blas.GpuCorrMM        ==> bprop inputs  ==>     119
(manual) theano.sandbox.cuda.blas.GpuCorrMM        ==> bprop weights ==>     282
(manual) theano.sandbox.cuda.blas.GpuCorrMM        ==> TOTAL         ==>     538

==31774== Profiling application: python Corr-conv1-benchmark.py
==31774== Profiling result:
   Start  Duration            Grid Size      Block Size     Regs*    SSMem*    DSMem*      Size  Throughput           Device   Context    Stream  Name
18.9538s  849.20us            (218 2 1)       (16 16 1)        71  8.2695KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_nn_64x16x64x16x16 [6830]
18.9546s  202.70us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [6846]
18.9548s  839.15us            (218 2 1)       (16 16 1)        71  8.2695KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_nn_64x16x64x16x16 [6863]
18.9557s  202.51us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [6879]
18.9559s  850.00us            (218 2 1)       (16 16 1)        71  8.2695KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_nn_64x16x64x16x16 [6896]
18.9567s  195.37us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [6912]
18.9569s  837.80us            (218 2 1)       (16 16 1)        71  8.2695KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_nn_64x16x64x16x16 [6929]
18.9578s  205.74us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [6945]
18.9580s  850.03us            (218 2 1)       (16 16 1)        71  8.2695KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_nn_64x16x64x16x16 [6962]
18.9588s  207.40us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [6978]
18.9591s  848.08us            (218 2 1)       (16 16 1)        71  8.2695KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_nn_64x16x64x16x16 [6995]
18.9599s  207.53us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [7011]
18.9601s  842.70us            (218 2 1)       (16 16 1)        71  8.2695KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_nn_64x16x64x16x16 [7028]
18.9610s  201.74us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [7044]
18.9612s  852.14us            (218 2 1)       (16 16 1)        71  8.2695KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_nn_64x16x64x16x16 [7061]
18.9620s  202.38us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [7077]
18.9622s  847.53us            (218 2 1)       (16 16 1)        71  8.2695KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_nn_64x16x64x16x16 [7094]
18.9631s  210.92us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [7110]
18.9633s  839.31us            (218 2 1)       (16 16 1)        71  8.2695KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_nn_64x16x64x16x16 [7127]
18.9641s  206.92us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [7143]
18.9643s  847.15us            (218 2 1)       (16 16 1)        71  8.2695KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_nn_64x16x64x16x16 [7160]
18.9652s  203.66us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [7176]
18.9654s  846.06us            (218 2 1)       (16 16 1)        71  8.2695KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_nn_64x16x64x16x16 [7193]
18.9663s  196.55us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [7209]
18.9665s  844.43us            (218 2 1)       (16 16 1)        71  8.2695KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_nn_64x16x64x16x16 [7226]
18.9673s  202.96us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [7242]
18.9675s  847.82us            (218 2 1)       (16 16 1)        71  8.2695KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_nn_64x16x64x16x16 [7259]
18.9684s  203.79us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [7275]
18.9686s  850.38us            (218 2 1)       (16 16 1)        71  8.2695KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_nn_64x16x64x16x16 [7292]
18.9694s  201.96us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [7308]
18.9696s  846.67us            (218 2 1)       (16 16 1)        71  8.2695KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_nn_64x16x64x16x16 [7325]
18.9705s  207.98us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [7341]
18.9707s  851.66us            (218 2 1)       (16 16 1)        71  8.2695KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_nn_64x16x64x16x16 [7358]
18.9715s  200.87us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [7374]
18.9717s  847.89us            (218 2 1)       (16 16 1)        71  8.2695KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_nn_64x16x64x16x16 [7391]
18.9726s  211.31us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [7407]
18.9728s  843.92us            (218 2 1)       (16 16 1)        71  8.2695KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_nn_64x16x64x16x16 [7424]
18.9737s  196.20us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [7440]
18.9739s  847.98us            (218 2 1)       (16 16 1)        71  8.2695KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_nn_64x16x64x16x16 [7457]
18.9747s  212.97us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [7473]
18.9749s  837.96us            (218 2 1)       (16 16 1)        71  8.2695KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_nn_64x16x64x16x16 [7490]
18.9758s  211.72us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [7506]
18.9760s  839.41us            (218 2 1)       (16 16 1)        71  8.2695KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_nn_64x16x64x16x16 [7523]
18.9768s  193.23us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [7539]
18.9770s  845.68us            (218 2 1)       (16 16 1)        71  8.2695KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_nn_64x16x64x16x16 [7556]
18.9779s  204.94us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [7572]
18.9781s  846.83us            (218 2 1)       (16 16 1)        71  8.2695KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_nn_64x16x64x16x16 [7589]
18.9789s  209.74us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [7605]
18.9791s  846.48us            (218 2 1)       (16 16 1)        71  8.2695KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_nn_64x16x64x16x16 [7622]
18.9800s  207.79us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [7638]
18.9802s  847.47us            (218 2 1)       (16 16 1)        71  8.2695KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_nn_64x16x64x16x16 [7655]
18.9810s  195.21us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [7671]
18.9812s  843.37us            (218 2 1)       (16 16 1)        71  8.2695KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_nn_64x16x64x16x16 [7688]
18.9821s  202.51us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [7704]
18.9823s  849.81us            (218 2 1)       (16 16 1)        71  8.2695KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_nn_64x16x64x16x16 [7721]
18.9831s  207.66us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [7737]
18.9834s  847.05us            (218 2 1)       (16 16 1)        71  8.2695KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_nn_64x16x64x16x16 [7754]
18.9842s  202.16us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [7770]
18.9844s  850.38us            (218 2 1)       (16 16 1)        71  8.2695KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_nn_64x16x64x16x16 [7787]
18.9853s  205.32us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [7803]
18.9855s  841.74us            (218 2 1)       (16 16 1)        71  8.2695KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_nn_64x16x64x16x16 [7820]
18.9863s  196.56us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [7836]
18.9865s  846.41us            (218 2 1)       (16 16 1)        71  8.2695KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_nn_64x16x64x16x16 [7853]
18.9874s  191.31us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [7869]
18.9876s  847.31us            (218 2 1)       (16 16 1)        71  8.2695KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_nn_64x16x64x16x16 [7886]
18.9884s  195.18us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [7902]
18.9886s  839.05us            (218 2 1)       (16 16 1)        71  8.2695KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_nn_64x16x64x16x16 [7919]
18.9895s  207.18us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [7935]
18.9897s  850.22us            (218 2 1)       (16 16 1)        71  8.2695KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_nn_64x16x64x16x16 [7952]
18.9905s  207.53us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [7968]
18.9907s  846.99us            (218 2 1)       (16 16 1)        71  8.2695KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_nn_64x16x64x16x16 [7985]
18.9916s  185.96us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [8001]
18.9918s  840.59us            (218 2 1)       (16 16 1)        71  8.2695KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_nn_64x16x64x16x16 [8018]
18.9926s  201.83us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [8034]
18.9928s  847.34us            (218 2 1)       (16 16 1)        71  8.2695KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_nn_64x16x64x16x16 [8051]
18.9937s  188.71us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [8067]
18.9939s  845.81us            (218 2 1)       (16 16 1)        71  8.2695KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_nn_64x16x64x16x16 [8084]
18.9947s  205.20us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [8100]
18.9949s  848.91us            (218 2 1)       (16 16 1)        71  8.2695KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_nn_64x16x64x16x16 [8117]
18.9958s  204.75us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [8133]
18.9960s  838.03us            (218 2 1)       (16 16 1)        71  8.2695KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_nn_64x16x64x16x16 [8150]
18.9968s  194.44us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [8166]
18.9970s  849.00us            (218 2 1)       (16 16 1)        71  8.2695KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_nn_64x16x64x16x16 [8183]
18.9979s  195.53us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [8199]
18.9981s  848.53us            (218 2 1)       (16 16 1)        71  8.2695KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_nn_64x16x64x16x16 [8216]
18.9989s  210.83us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [8232]
18.9991s  847.31us            (218 2 1)       (16 16 1)        71  8.2695KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_nn_64x16x64x16x16 [8249]
19.0000s  215.21us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [8265]
19.0002s  847.57us            (218 2 1)       (16 16 1)        71  8.2695KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_nn_64x16x64x16x16 [8282]
19.0011s  209.48us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [8298]
19.0013s  845.68us            (218 2 1)       (16 16 1)        71  8.2695KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_nn_64x16x64x16x16 [8315]
19.0021s  196.91us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [8331]
19.0023s  848.91us            (218 2 1)       (16 16 1)        71  8.2695KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_nn_64x16x64x16x16 [8348]
19.0032s  203.24us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [8364]
19.0034s  847.95us            (218 2 1)       (16 16 1)        71  8.2695KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_nn_64x16x64x16x16 [8381]
19.0042s  194.92us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [8397]
19.0044s  851.02us            (218 2 1)       (16 16 1)        71  8.2695KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_nn_64x16x64x16x16 [8414]
19.0053s  203.88us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [8430]
19.0055s  845.13us            (218 2 1)       (16 16 1)        71  8.2695KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_nn_64x16x64x16x16 [8447]
19.0063s  199.31us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [8463]
19.0065s  854.51us            (218 2 1)       (16 16 1)        71  8.2695KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_nn_64x16x64x16x16 [8480]
19.0074s  200.56us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [8496]
19.0076s  841.58us            (218 2 1)       (16 16 1)        71  8.2695KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_nn_64x16x64x16x16 [8513]
19.0084s  196.88us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [8529]
19.0086s  851.60us            (218 2 1)       (16 16 1)        71  8.2695KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_nn_64x16x64x16x16 [8546]
19.0095s  202.06us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [8562]
19.0097s  849.36us            (218 2 1)       (16 16 1)        71  8.2695KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_nn_64x16x64x16x16 [8579]
19.0106s  201.48us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [8595]
19.0108s  847.05us            (218 2 1)       (16 16 1)        71  8.2695KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_nn_64x16x64x16x16 [8612]
19.0116s  192.07us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [8628]
19.0118s  837.96us            (218 2 1)       (16 16 1)        71  8.2695KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_nn_64x16x64x16x16 [8645]
19.0126s  207.79us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [8661]
19.0129s  845.64us            (218 2 1)       (16 16 1)        71  8.2695KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_nn_64x16x64x16x16 [8678]
19.0137s  203.15us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [8694]
19.0139s  847.08us            (218 2 1)       (16 16 1)        71  8.2695KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_nn_64x16x64x16x16 [8711]
19.0148s  200.14us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [8727]
19.0150s  841.74us            (218 2 1)       (16 16 1)        71  8.2695KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_nn_64x16x64x16x16 [8744]
19.0158s  208.40us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [8760]
19.0160s  846.83us            (218 2 1)       (16 16 1)        71  8.2695KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_nn_64x16x64x16x16 [8777]
19.0169s  203.76us             (82 1 1)       (512 1 1)        31        0B        0B         -           -   Tesla K40c (0)         1         7  im2col_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, float*) [8793]
19.0171s  835.79us            (218 2 1)       (16 16 1)        71  8.2695KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm35_ldg_nn_64x16x64x16x16 [8810]
19.0386s  380.56us             (1 54 1)       (256 1 1)       255  32.000KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm_heavy_nt_ldg [8855]
19.0388s  43.330us              (2 3 1)        (8 32 1)       115  12.020KB        0B         -           -   Tesla K40c (0)         1        13  sgemm_sm35_ldg_nt_64x16x128x8x32 [8872]
19.0388s  405.01us            (108 3 1)       (16 16 1)       114  12.020KB        0B         -           -   Tesla K40c (0)         1        14  sgemm_sm35_ldg_nt_128x16x64x16x16 [8888]
19.0393s  200.17us             (96 1 1)       (512 1 1)        35        0B        0B         -           -   Tesla K40c (0)         1         7  col2im_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, int, float*) [8908]
19.0395s  356.59us            (108 3 1)       (16 16 1)       114  12.020KB        0B         -           -   Tesla K40c (0)         1        14  sgemm_sm35_ldg_nt_128x16x64x16x16 [8962]
19.0398s  375.70us             (1 54 1)       (256 1 1)       255  32.000KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm_heavy_nt_ldg [8929]
19.0401s  43.682us              (2 3 1)        (8 32 1)       115  12.020KB        0B         -           -   Tesla K40c (0)         1        13  sgemm_sm35_ldg_nt_64x16x128x8x32 [8946]
19.0402s  202.09us             (96 1 1)       (512 1 1)        35        0B        0B         -           -   Tesla K40c (0)         1         7  col2im_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, int, float*) [8982]
19.0404s  50.243us              (2 3 1)        (8 32 1)       115  12.020KB        0B         -           -   Tesla K40c (0)         1        13  sgemm_sm35_ldg_nt_64x16x128x8x32 [9020]
19.0404s  360.66us            (108 3 1)       (16 16 1)       114  12.020KB        0B         -           -   Tesla K40c (0)         1        14  sgemm_sm35_ldg_nt_128x16x64x16x16 [9036]
19.0408s  372.34us             (1 54 1)       (256 1 1)       255  32.000KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm_heavy_nt_ldg [9003]
19.0411s  199.72us             (96 1 1)       (512 1 1)        35        0B        0B         -           -   Tesla K40c (0)         1         7  col2im_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, int, float*) [9056]
19.0413s  354.45us            (108 3 1)       (16 16 1)       114  12.020KB        0B         -           -   Tesla K40c (0)         1        14  sgemm_sm35_ldg_nt_128x16x64x16x16 [9110]
19.0417s  375.80us             (1 54 1)       (256 1 1)       255  32.000KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm_heavy_nt_ldg [9077]
19.0420s  43.427us              (2 3 1)        (8 32 1)       115  12.020KB        0B         -           -   Tesla K40c (0)         1        13  sgemm_sm35_ldg_nt_64x16x128x8x32 [9094]
19.0421s  197.67us             (96 1 1)       (512 1 1)        35        0B        0B         -           -   Tesla K40c (0)         1         7  col2im_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, int, float*) [9130]
19.0423s  376.63us             (1 54 1)       (256 1 1)       255  32.000KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm_heavy_nt_ldg [9151]
19.0426s  43.043us              (2 3 1)        (8 32 1)       115  12.020KB        0B         -           -   Tesla K40c (0)         1        13  sgemm_sm35_ldg_nt_64x16x128x8x32 [9168]
19.0426s  407.00us            (108 3 1)       (16 16 1)       114  12.020KB        0B         -           -   Tesla K40c (0)         1        14  sgemm_sm35_ldg_nt_128x16x64x16x16 [9184]
19.0430s  199.47us             (96 1 1)       (512 1 1)        35        0B        0B         -           -   Tesla K40c (0)         1         7  col2im_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, int, float*) [9204]
19.0432s  354.26us            (108 3 1)       (16 16 1)       114  12.020KB        0B         -           -   Tesla K40c (0)         1        14  sgemm_sm35_ldg_nt_128x16x64x16x16 [9258]
19.0435s  374.87us             (1 54 1)       (256 1 1)       255  32.000KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm_heavy_nt_ldg [9225]
19.0438s  42.530us              (2 3 1)        (8 32 1)       115  12.020KB        0B         -           -   Tesla K40c (0)         1        13  sgemm_sm35_ldg_nt_64x16x128x8x32 [9242]
19.0439s  201.71us             (96 1 1)       (512 1 1)        35        0B        0B         -           -   Tesla K40c (0)         1         7  col2im_kernel(int, float const *, int, int, int, int, int, int, int, int, int, int, int, float*) [9278]
19.0441s  50.627us              (2 3 1)        (8 32 1)       115  12.020KB        0B         -           -   Tesla K40c (0)         1        13  sgemm_sm35_ldg_nt_64x16x128x8x32 [9316]
19.0441s  357.62us            (108 3 1)       (16 16 1)       114  12.020KB        0B         -           -   Tesla K40c (0)         1        14  sgemm_sm35_ldg_nt_128x16x64x16x16 [9332]
19.0445s  370.16us             (1 54 1)       (256 1 1)       255  32.000KB        0B         -           -   Tesla K40c (0)         1         7  sgemm_sm_heavy_nt_ldg [9299]
